,p1,p2,edge_weight
26750,235164,33755,1
26751,235164,58879,1
26752,235164,68645,1
26753,235164,77491,1
26754,235164,92501,1
26755,235164,102667,1
26756,235164,170946,1
26757,235164,183631,1
26758,235164,187590,1
26759,235164,212216,1
26760,235180,602,1
26761,235180,4557,1
26762,235180,11635,1
26763,235180,57720,1
26764,235180,88222,1
26765,235180,98304,1
26766,235180,136214,1
26767,235180,137831,1
26768,235180,169949,1
26769,235180,228281,1
26770,235189,16196,1
26771,235189,18519,1
26772,235189,41367,1
26773,235189,42574,1
26774,235189,71032,1
26775,235189,116737,1
26776,235189,129496,1
26777,235189,137051,1
26778,235189,195172,1
26779,235189,214366,1
26780,235189,230485,1
26781,235242,13015,1
26782,235242,28577,1
26783,235242,70117,1
26784,235242,85055,1
26785,235242,123324,1
26786,235242,214773,1
26787,235268,31097,1
26788,235268,66886,1
26789,235268,125284,1
26790,235268,181664,1
26791,235268,185528,1
26792,235268,197814,1
26793,235268,206046,1
26794,235268,211437,1
26795,235268,234609,1
26796,235273,11781,1
26797,235273,67891,1
26798,235273,71277,1
26799,235273,110676,1
26800,235273,132248,1
26801,235273,163702,1
26802,235273,173978,1
26803,235299,8043,1
26804,235299,19997,1
26805,235299,23111,1
26806,235299,26872,1
26807,235299,129819,1
26808,235299,130069,1
26809,235299,158319,1
26810,235299,164417,1
26811,235299,191129,1
26812,235314,40562,1
26813,235314,48960,1
26814,235314,90916,1
26815,235314,109265,1
26816,235314,116945,1
26817,235314,124814,1
26818,235314,164417,1
26819,235314,188248,1
26820,235347,991,1
26821,235347,35296,1
26822,235347,85993,1
26823,235347,114555,1
26824,235347,115044,1
26825,235347,199820,1
26826,235347,209084,1
26827,235347,209681,1
26828,235385,11781,1
26829,235385,16580,1
26830,235385,59230,1
26831,235385,63710,1
26832,235385,71277,1
26833,235385,90807,1
26834,235385,132248,1
26835,235385,143734,1
26836,235385,144305,1
26837,235385,164452,1
26838,235385,173978,1
26839,235444,5362,1
26840,235444,29718,1
26841,235444,49173,1
26842,235444,54424,1
26843,235444,83742,1
26844,235444,103191,1
26845,235444,124700,1
26846,235444,145720,1
26847,235444,181042,1
26848,235444,209501,1
26849,235444,227770,1
26850,235451,79791,1
26851,235451,82009,1
26852,235451,88019,1
26853,235451,89731,1
26854,235451,102520,1
26855,235451,128439,1
26856,235451,133069,1
26857,235451,177900,1
26858,235451,204600,1
26859,235451,220023,1
26860,235451,234313,1
26861,235486,5701,1
26862,235486,35900,1
26863,235486,54555,1
26864,235486,66081,1
26865,235486,86185,1
26866,235486,101517,1
26867,235486,129264,1
26868,235486,147931,1
26869,235486,149817,1
26870,235486,160513,1
26871,235486,161253,1
26872,235573,18168,1
26873,235573,38127,1
26874,235573,40410,1
26875,235573,43762,1
26876,235573,50050,1
26877,235573,67891,1
26878,235573,78562,1
26879,235573,193471,1
26880,235573,229642,1
26881,235612,3791,1
26882,235612,26717,1
26883,235612,43277,1
26884,235612,57720,1
26885,235612,67817,1
26886,235612,88222,1
26887,235612,137140,1
26888,235612,145760,1
26889,235612,235180,1
26890,235648,13358,1
26891,235648,57064,1
26892,235648,62353,1
26893,235648,93533,1
26894,235648,111098,1
26895,235648,114314,1
26896,235648,169569,1
26897,235648,183786,1
26898,235648,188994,1
26899,235661,4046,1
26900,235661,8180,1
26901,235661,64491,1
26902,235661,103089,1
26903,235661,145085,1
26904,235661,156062,1
26905,235661,156791,1
26906,235719,52183,1
26907,235719,61947,1
26908,235719,113389,1
26909,235719,119291,1
26910,235719,138420,1
26911,235719,139698,1
26912,235719,161329,1
26913,235719,191155,1
26914,235719,207314,1
26915,235719,213483,1
26916,235741,5732,1
26917,235741,26852,1
26918,235741,44134,1
26919,235741,47383,1
26920,235741,57348,1
26921,235741,87051,1
26922,235741,102851,1
26923,235741,116952,1
26924,235741,145383,1
26925,235741,156862,1
26926,235741,169040,1
26927,235741,196646,1
26928,235741,212521,1
26929,235741,228677,1
26930,235808,4194,1
26931,235808,10162,1
26932,235808,22099,1
26933,235808,37808,1
26934,235808,72559,1
26935,235808,92609,1
26936,235808,96457,1
26937,235808,119448,1
26938,235808,163951,1
26939,235808,175648,1
26940,235808,232863,1
26941,235841,15717,1
26942,235841,18770,1
26943,235841,41066,1
26944,235841,88702,1
26945,235841,123239,1
26946,235841,124278,1
26947,235841,184968,1
26948,235841,196792,1
26949,235851,887,1
26950,235851,36129,1
26951,235851,64413,1
26952,235851,72116,1
26953,235851,82972,1
26954,235851,90753,1
26955,235851,201465,1
26956,235851,206806,1
26957,235851,217021,1
26958,235866,8637,1
26959,235866,40971,1
26960,235866,42830,1
26961,235866,74418,1
26962,235866,115201,1
26963,235866,119524,1
26964,235866,134423,1
26965,235866,148088,1
26966,235866,150269,1
26967,235866,162039,1
26968,235866,171737,1
26969,235866,186674,1
26970,235866,194784,1
26971,235866,202597,1
26972,235882,18402,1
26973,235882,21230,1
26974,235882,27213,1
26975,235882,91672,1
26976,235882,145717,1
26977,235882,164148,1
26978,235882,203290,1
26979,235895,36473,1
26980,235895,63225,1
26981,235895,97377,1
26982,235895,106890,1
26983,235895,107934,1
26984,235895,160505,1
26985,235895,170849,1
26986,235984,7645,1
26987,235984,43445,1
26988,235984,63213,1
26989,235984,102920,1
26990,235984,121835,1
26991,235984,127535,1
26992,235984,134644,1
26993,235984,137175,1
26994,235984,164685,1
26995,235984,190779,1
26996,235993,9966,1
26997,235993,13015,1
26998,235993,15356,1
26999,235993,46029,1
27000,235993,51770,1
27001,235993,93341,1
27002,235993,95834,1
27003,235993,104349,1
27004,235993,147962,1
27005,235993,181251,1
27006,236103,3130,1
27007,236103,29233,1
27008,236103,73396,1
27009,236103,95827,1
27010,236103,102115,1
27011,236103,144016,1
27012,236103,155485,1
27013,236103,193830,1
27014,236103,215241,1
27015,236202,3201,1
27016,236202,21192,1
27017,236202,29765,1
27018,236202,42652,1
27019,236202,52246,1
27020,236202,69949,1
27021,236202,93388,1
27022,236202,97684,1
27023,236202,100340,1
27024,236202,114331,1
27025,236202,185831,1
27026,236289,3296,1
27027,236289,35958,1
27028,236289,59668,1
27029,236289,101491,1
27030,236289,104819,1
27031,236289,109205,1
27032,236289,133311,1
27033,236289,134729,1
27034,236289,144269,1
27035,236289,144295,1
27036,236289,193340,1
27037,236289,203147,1
27038,236364,11245,1
27039,236364,81150,1
27040,236364,92595,1
27041,236364,94780,1
27042,236364,113549,1
27043,236364,115806,1
27044,236364,133116,1
27045,236364,142976,1
27046,236364,143223,1
27047,236364,192160,1
27048,236404,48961,1
27049,236404,58100,1
27050,236404,61254,1
27051,236404,73396,1
27052,236404,102115,1
27053,236404,139954,1
27054,236404,155485,1
27055,236404,193830,1
27056,236498,26235,1
27057,236498,36683,1
27058,236498,39468,1
27059,236498,67226,1
27060,236498,67634,1
27061,236498,110861,1
27062,236498,134328,1
27063,236498,167058,1
27064,236498,190110,1
27065,236498,220621,1
27066,236498,228258,1
27067,236590,36232,1
27068,236590,47263,1
27069,236590,53485,1
27070,236590,90957,1
27071,236590,109205,1
27072,236590,137759,1
27073,236590,169441,1
27074,236590,169817,1
27075,236590,185023,1
27076,236590,189543,1
27077,236629,15356,1
27078,236629,72545,1
27079,236629,84338,1
27080,236629,95834,1
27081,236629,216461,1
27082,236629,218075,1
27083,236629,234033,1
27084,236646,2196,1
27085,236646,32249,1
27086,236646,34011,1
27087,236646,47919,1
27088,236646,73547,1
27089,236646,92534,1
27090,236646,142600,1
27091,236646,157954,1
27092,236646,169445,1
27093,236646,204844,1
27094,236646,219822,1
27095,236771,12054,1
27096,236771,96972,1
27097,236771,100559,1
27098,236771,113023,1
27099,236771,128898,1
27100,236771,145595,1
27101,236771,152717,1
27102,236771,158830,1
27103,236771,180947,1
27104,236771,207376,1
27105,236771,211914,1
27106,236837,8861,1
27107,236837,16580,1
27108,236837,40410,1
27109,236837,43762,1
27110,236837,79583,1
27111,236837,124474,1
27112,236837,132229,1
27113,236837,149159,1
27114,236837,187044,1
27115,236837,193014,1
27116,236913,1867,1
27117,236913,19366,1
27118,236913,30685,1
27119,236913,64972,1
27120,236913,69135,1
27121,236913,103304,1
27122,236913,111486,1
27123,236913,147083,1
27124,236913,175382,1
27125,236913,231942,1
27126,236913,233184,1
27127,236940,11846,1
27128,236940,114168,1
27129,236940,133715,1
27130,236940,143579,1
27131,236940,143851,1
27132,236951,42106,1
27133,236951,70161,1
27134,236951,70888,1
27135,236951,71906,1
27136,236951,96159,1
27137,236951,118707,1
27138,236951,139736,1
27139,236951,170069,1
27140,236951,179170,1
27141,236951,203225,1
27142,236951,203805,1
27143,236951,208954,1
27144,237007,28165,1
27145,237007,48950,1
27146,237007,51264,1
27147,237007,82070,1
27148,237007,111844,1
27149,237007,169985,1
27150,237007,181497,1
27151,237007,221425,1
27152,237007,230289,1
27153,237081,591,1
27154,237081,31300,1
27155,237081,63727,1
27156,237081,78357,1
27157,237081,85287,1
27158,237081,135242,1
27159,237081,164970,1
27160,237081,176589,1
27161,237081,191475,1
27162,237088,15773,1
27163,237088,24485,1
27164,237088,38615,1
27165,237088,98841,1
27166,237088,116315,1
27167,237088,125730,1
27168,237088,155745,1
27169,237088,158622,1
27170,237088,173266,1
27171,237088,188448,1
27172,237088,212146,1
27173,237143,7299,1
27174,237143,18311,1
27175,237143,56570,1
27176,237143,63063,1
27177,237143,70888,1
27178,237143,71906,1
27179,237143,118707,1
27180,237143,137290,1
27181,237143,208954,1
27182,237143,236951,1
27183,237170,23562,1
27184,237170,48311,1
27185,237170,103237,1
27186,237170,130504,1
27187,237170,180700,1
27188,237170,205432,1
27189,237170,209069,1
27190,237170,210761,1
27191,237170,215683,1
27192,237246,3455,1
27193,237246,20169,1
27194,237246,75752,1
27195,237246,91850,1
27196,237246,92654,1
27197,237246,134404,1
27198,237246,173032,1
27199,237246,177256,1
27200,237246,180133,1
27201,237246,203286,1
27202,237251,4451,1
27203,237251,50447,1
27204,237251,123598,1
27205,237251,135690,1
27206,237251,166272,1
27207,237278,13083,1
27208,237278,59479,1
27209,237278,99122,1
27210,237278,107707,1
27211,237278,114776,1
27212,237278,181252,1
27213,237278,194182,1
27214,237278,195078,1
27215,237278,213394,1
27216,237336,988,1
27217,237336,35052,1
27218,237336,106510,1
27219,237336,114698,1
27220,237336,123083,1
27221,237336,125291,1
27222,237336,168939,1
27223,237336,175333,1
27224,237336,190639,1
27225,237340,18769,1
27226,237340,93165,1
27227,237340,100572,1
27228,237340,114382,1
27229,237340,130949,1
27230,237340,142408,1
27231,237340,176506,1
27232,237340,185865,1
27233,237340,198940,1
27234,237341,9601,1
27235,237341,11670,1
27236,237341,49832,1
27237,237341,54712,1
27238,237341,57342,1
27239,237341,106515,1
27240,237341,123184,1
27241,237341,179202,1
27242,237341,234300,1
27243,237350,22417,1
27244,237350,59412,1
27245,237350,61036,1
27246,237350,79074,1
27247,237350,127780,1
27248,237350,135448,1
27249,237350,172689,1
27250,237350,181338,1
27251,237350,184347,1
27252,237350,186611,1
27253,237399,1996,1
27254,237399,3321,1
27255,237399,19805,1
27256,237399,44226,1
27257,237399,79212,1
27258,237399,97964,1
27259,237399,142680,1
27260,237399,189012,1
27261,237415,5731,1
27262,237415,129441,1
27263,237415,149979,1
27264,237415,181118,1
27265,237415,186757,1
27266,237415,188201,1
27267,237415,209440,1
27268,237460,13971,1
27269,237460,38409,1
27270,237460,45326,1
27271,237460,189499,1
27272,237460,207222,1
27273,237476,17752,1
27274,237476,24265,1
27275,237476,39032,1
27276,237476,99622,1
27277,237476,133319,1
27278,237476,180417,1
27279,237476,192850,1
27280,237476,200095,1
27281,237476,219530,1
27282,237535,11245,1
27283,237535,92595,1
27284,237535,113549,1
27285,237535,133116,1
27286,237535,142976,1
27287,237535,143223,1
27288,237535,236364,1
27289,237553,66999,1
27290,237553,84857,1
27291,237553,119352,1
27292,237553,127165,1
27293,237553,193803,1
27294,237556,16999,1
27295,237556,30985,1
27296,237556,70556,1
27297,237556,71277,1
27298,237556,135252,1
27299,237556,142880,1
27300,237556,216595,1
27301,237582,9680,1
27302,237582,29317,1
27303,237582,33079,1
27304,237582,52272,1
27305,237582,55973,1
27306,237582,84836,1
27307,237582,112257,1
27308,237582,147962,1
27309,237582,155248,1
27310,237582,169685,1
27311,237582,178101,1
27312,237619,63603,1
27313,237619,64376,1
27314,237619,84338,1
27315,237619,103825,1
27316,237619,137175,1
27317,237619,168769,1
27318,237619,169312,1
27319,237619,205482,1
27320,237619,221282,1
27321,237653,5937,1
27322,237653,28896,1
27323,237653,31128,1
27324,237653,64764,1
27325,237653,66637,1
27326,237653,110956,1
27327,237653,140204,1
27328,237653,174712,1
27329,237653,184150,1
27330,237653,206200,1
27331,237656,26596,1
27332,237656,88029,1
27333,237656,123231,1
27334,237656,152761,1
27335,237656,223908,1
27336,237656,230123,1
27337,237689,1477,1
27338,237689,36835,1
27339,237689,41488,1
27340,237689,45173,1
27341,237689,77263,1
27342,237689,85446,1
27343,237689,119275,1
27344,237689,146051,1
27345,237689,183930,1
27346,237689,232495,1
27347,237689,236202,1
27348,237726,4242,1
27349,237726,10183,1
27350,237726,44527,1
27351,237726,52102,1
27352,237726,83364,1
27353,237726,101329,1
27354,237747,3654,1
27355,237747,9011,1
27356,237747,29212,1
27357,237747,58423,1
27358,237747,120056,1
27359,237747,124509,1
27360,237747,186833,1
27361,237747,225723,1
27362,237757,13765,1
27363,237757,21897,1
27364,237757,37692,1
27365,237757,56957,1
27366,237757,57168,1
27367,237757,85479,1
27368,237757,104023,1
27369,237757,111756,1
27370,237757,142473,1
27371,237757,178441,1
27372,237757,227579,1
27373,237769,22204,1
27374,237769,28577,1
27375,237769,64291,1
27376,237769,69103,1
27377,237769,85055,1
27378,237769,107707,1
27379,237769,132929,1
27380,237769,196557,1
27381,237769,223094,1
27382,237769,235242,1
27383,237774,6377,1
27384,237774,50145,1
27385,237774,53150,1
27386,237774,84125,1
27387,237774,119107,1
27388,237774,141140,1
27389,237774,162204,1
27390,237774,169324,1
27391,237774,175034,1
27392,237821,8955,1
27393,237821,15675,1
27394,237821,23701,1
27395,237821,65332,1
27396,237821,92817,1
27397,237821,112637,1
27398,237821,207438,1
27399,237821,224205,1
27400,237833,48133,1
27401,237833,70145,1
27402,237833,101491,1
27403,237833,126535,1
27404,237833,155641,1
27405,237833,162217,1
27406,237833,185429,1
27407,237833,198364,1
27408,237954,10198,1
27409,237954,11714,1
27410,237954,12280,1
27411,237954,44048,1
27412,237954,55321,1
27413,237954,57982,1
27414,237954,107107,1
27415,237954,123798,1
27416,237954,179816,1
27417,237956,25466,1
27418,237956,33726,1
27419,237956,100016,1
27420,237956,131671,1
27421,237956,153472,1
27422,237956,160569,1
27423,237956,172984,1
27424,237956,229236,1
27425,237968,1715,1
27426,237968,8585,1
27427,237968,17221,1
27428,237968,45353,1
27429,237968,96265,1
27430,237968,98439,1
27431,237968,180075,1
27432,238026,15773,1
27433,238026,63464,1
27434,238026,93921,1
27435,238026,138843,1
27436,238026,146273,1
27437,238026,155745,1
27438,238026,158622,1
27439,238026,173266,1
27440,238026,199255,1
27441,238026,237088,1
27442,238107,16434,1
27443,238107,23535,1
27444,238107,97045,1
27445,238107,100340,1
27446,238107,100710,1
27447,238107,130805,1
27448,238107,149817,1
27449,238107,160914,1
27450,238107,228453,1
27451,238129,10068,1
27452,238129,12473,1
27453,238129,30748,1
27454,238129,57761,1
27455,238129,58740,1
27456,238129,117805,1
27457,238129,164540,1
27458,238129,175778,1
27459,238129,178427,1
27460,238131,29392,1
27461,238131,47657,1
27462,238131,55243,1
27463,238131,101264,1
27464,238131,114672,1
27465,238131,145165,1
27466,238131,158504,1
27467,238131,163879,1
27468,238131,175589,1
27469,238167,93220,1
27470,238167,114168,1
27471,238167,143579,1
27472,238167,143851,1
27473,238167,199502,1
27474,238167,236940,1
27475,238174,15661,1
27476,238174,64764,1
27477,238174,87589,1
27478,238174,99380,1
27479,238174,100813,1
27480,238174,163873,1
27481,238174,163988,1
27482,238174,216158,1
27483,238184,40744,1
27484,238184,47501,1
27485,238184,65236,1
27486,238184,71162,1
27487,238184,85288,1
27488,238184,182352,1
27489,238184,206875,1
27490,238184,229101,1
27491,238184,230621,1
27492,238221,103,1
27493,238221,36290,1
27494,238221,50120,1
27495,238221,57003,1
27496,238221,112404,1
27497,238221,126630,1
27498,238221,166524,1
27499,238221,186415,1
27500,238318,16867,1
27501,238318,78608,1
27502,238318,83488,1
27503,238318,93046,1
27504,238318,112087,1
27505,238318,114001,1
27506,238318,137383,1
27507,238318,144486,1
27508,238318,207255,1
27509,238344,29431,1
27510,238344,119472,1
27511,238344,138029,1
27512,238344,189082,1
27513,238344,190318,1
27514,238344,199666,1
27515,238344,207255,1
27516,238344,225928,1
27517,238344,232290,1
27518,238345,1384,1
27519,238345,53166,1
27520,238345,112004,1
27521,238345,116066,1
27522,238345,148294,1
27523,238345,165932,1
27524,238345,169097,1
27525,238345,187406,1
27526,238345,224361,1
27527,238520,1353,1
27528,238520,2018,1
27529,238520,45488,1
27530,238520,66966,1
27531,238520,128063,1
27532,238520,146303,1
27533,238520,208534,1
27534,238547,17006,1
27535,238547,28231,1
27536,238547,52194,1
27537,238547,80534,1
27538,238547,101398,1
27539,238547,103006,1
27540,238547,104863,1
27541,238547,127535,1
27542,238547,162384,1
27543,238547,181924,1
27544,238547,228530,1
27545,238549,7741,1
27546,238549,19860,1
27547,238549,32396,1
27548,238549,34205,1
27549,238549,65790,1
27550,238549,72855,1
27551,238549,87461,1
27552,238549,95493,1
27553,238549,101239,1
27554,238549,123356,1
27555,238549,139001,1
27556,238604,14666,1
27557,238604,45554,1
27558,238604,63213,1
27559,238604,112370,1
27560,238604,134644,1
27561,238604,164685,1
27562,238604,190779,1
27563,238604,191028,1
27564,238604,192914,1
27565,238604,228670,1
27566,238604,235984,1
27567,238606,51862,1
27568,238606,65293,1
27569,238606,107292,1
27570,238606,124103,1
27571,238606,136048,1
27572,238606,138854,1
27573,238606,139930,1
27574,238606,144832,1
27575,238606,181042,1
27576,238606,190432,1
27577,238647,34016,1
27578,238647,40842,1
27579,238647,63894,1
27580,238647,103237,1
27581,238647,132185,1
27582,238647,136048,1
27583,238647,173747,1
27584,238647,175056,1
27585,238647,189499,1
27586,238647,200924,1
27587,238647,215581,1
27588,238677,29007,1
27589,238677,48952,1
27590,238677,60525,1
27591,238677,66751,1
27592,238677,81748,1
27593,238677,89537,1
27594,238677,133281,1
27595,238677,190474,1
27596,238677,198443,1
27597,238677,200179,1
27598,238713,9781,1
27599,238713,19524,1
27600,238713,38852,1
27601,238713,87264,1
27602,238713,94267,1
27603,238713,116221,1
27604,238713,124721,1
27605,238713,142223,1
27606,238713,178814,1
27607,238713,191947,1
27608,238713,208780,1
27609,238713,227694,1
27610,238754,12993,1
27611,238754,14501,1
27612,238754,29356,1
27613,238754,50113,1
27614,238754,62320,1
27615,238754,156953,1
27616,238754,168524,1
27617,238754,216986,1
27618,238754,222669,1
27619,238788,18268,1
27620,238788,29791,1
27621,238788,53485,1
27622,238788,56436,1
27623,238788,75598,1
27624,238788,76408,1
27625,238788,76699,1
27626,238788,138614,1
27627,238788,155526,1
27628,238788,163443,1
27629,238788,178113,1
27630,238788,204789,1
27631,238788,215677,1
27632,238828,48355,1
27633,238828,52961,1
27634,238828,132774,1
27635,238828,138359,1
27636,238828,141159,1
27637,238828,149153,1
27638,238828,153297,1
27639,238828,193417,1
27640,238828,207395,1
27641,238847,34946,1
27642,238847,39760,1
27643,238847,44511,1
27644,238847,57913,1
27645,238847,97041,1
27646,238847,140189,1
27647,238847,162176,1
27648,238847,169359,1
27649,238847,214852,1
27650,238866,34450,1
27651,238866,35771,1
27652,238866,40223,1
27653,238866,42842,1
27654,238866,43830,1
27655,238866,47543,1
27656,238866,118918,1
27657,238866,189153,1
27658,238866,210582,1
27659,238870,16196,1
27660,238870,24521,1
27661,238870,35406,1
27662,238870,42574,1
27663,238870,80511,1
27664,238870,107663,1
27665,238870,129496,1
27666,238870,159546,1
27667,238870,166992,1
27668,238870,195172,1
27669,238870,230485,1
27670,238870,235189,1
27671,238924,40649,1
27672,238924,48394,1
27673,238924,57807,1
27674,238924,102033,1
27675,238924,107611,1
27676,238924,115397,1
27677,238924,176341,1
27678,238924,193369,1
27679,238974,41979,1
27680,238974,82377,1
27681,238974,91095,1
27682,238974,104742,1
27683,238974,105654,1
27684,238974,153799,1
27685,238974,169817,1
27686,238974,198940,1
27687,238974,202533,1
27688,238974,221704,1
27689,238998,1979,1
27690,238998,16662,1
27691,238998,60418,1
27692,238998,65540,1
27693,238998,77481,1
27694,238998,89931,1
27695,238998,95140,1
27696,238998,135978,1
27697,238998,157366,1
27698,238998,173054,1
27699,238998,187124,1
27700,238998,192396,1
27701,238998,220851,1
27702,239035,32322,1
27703,239035,34946,1
27704,239035,87295,1
27705,239035,103946,1
27706,239035,134415,1
27707,239035,134710,1
27708,239035,147837,1
27709,239035,151030,1
27710,239035,192434,1
27711,239035,232093,1
27712,239074,33722,1
27713,239074,38128,1
27714,239074,85633,1
27715,239074,106883,1
27716,239074,140352,1
27717,239074,170513,1
27718,239097,29638,1
27719,239097,33332,1
27720,239097,62153,1
27721,239097,88137,1
27722,239097,93490,1
27723,239097,95893,1
27724,239097,98696,1
27725,239097,148792,1
27726,239097,196886,1
27727,239097,214366,1
27728,239106,16867,1
27729,239106,24364,1
27730,239106,26176,1
27731,239106,114001,1
27732,239106,144486,1
27733,239106,161437,1
27734,239106,177533,1
27735,239106,181251,1
27736,239106,225390,1
27737,239106,238318,1
27738,239140,3654,1
27739,239140,9011,1
27740,239140,87070,1
27741,239140,111018,1
27742,239140,119291,1
27743,239140,124509,1
27744,239140,124540,1
27745,239140,139698,1
27746,239140,186833,1
27747,239140,207314,1
27748,239140,225723,1
27749,239140,228406,1
27750,239140,237747,1
27751,239177,11485,1
27752,239177,12088,1
27753,239177,98713,1
27754,239177,101262,1
27755,239177,123552,1
27756,239177,139299,1
27757,239177,144291,1
27758,239177,163082,1
27759,239177,210887,1
27760,239186,11113,1
27761,239186,42842,1
27762,239186,135448,1
27763,239186,137227,1
27764,239186,151321,1
27765,239186,177002,1
27766,239186,195705,1
27767,239188,16358,1
27768,239188,18519,1
27769,239188,58795,1
27770,239188,62578,1
27771,239188,80511,1
27772,239188,148698,1
27773,239188,159546,1
27774,239188,166992,1
27775,239188,185060,1
27776,239188,195172,1
27777,239188,211115,1
27778,239188,215384,1
27779,239218,9098,1
27780,239218,22444,1
27781,239218,58047,1
27782,239218,64726,1
27783,239218,69642,1
27784,239218,113887,1
27785,239218,126489,1
27786,239218,144411,1
27787,239218,208423,1
27788,239242,4323,1
27789,239242,26538,1
27790,239242,57280,1
27791,239242,82380,1
27792,239242,111587,1
27793,239242,118183,1
27794,239242,141411,1
27795,239242,146989,1
27796,239242,154431,1
27797,239242,162204,1
27798,239242,194550,1
27799,239242,196195,1
27800,239242,210717,1
27801,239287,71956,1
27802,239287,76699,1
27803,239287,79176,1
27804,239287,138614,1
27805,239287,145364,1
27806,239287,213372,1
27807,239291,12529,1
27808,239291,46859,1
27809,239291,77384,1
27810,239291,83438,1
27811,239291,90843,1
27812,239291,92152,1
27813,239291,100633,1
27814,239291,136698,1
27815,239291,219699,1
27816,239291,230723,1
27817,239428,50447,1
27818,239428,57712,1
27819,239428,62993,1
27820,239428,70599,1
27821,239428,107234,1
27822,239428,170334,1
27823,239428,180692,1
27824,239428,183631,1
27825,239428,196390,1
27826,239428,200646,1
27827,239470,19307,1
27828,239470,35542,1
27829,239470,48761,1
27830,239470,70066,1
27831,239470,97635,1
27832,239470,132213,1
27833,239470,140760,1
27834,239470,162780,1
27835,239470,169987,1
27836,239470,176161,1
27837,239509,2207,1
27838,239509,30502,1
27839,239509,90920,1
27840,239509,97785,1
27841,239509,121085,1
27842,239509,159364,1
27843,239509,178115,1
27844,239509,187778,1
27845,239509,208917,1
27846,239509,229533,1
27847,239510,28966,1
27848,239510,47180,1
27849,239510,47349,1
27850,239510,101446,1
27851,239510,113935,1
27852,239510,145008,1
27853,239510,157960,1
27854,239510,185993,1
27855,239510,198124,1
27856,239510,228592,1
27857,239527,9065,1
27858,239527,60936,1
27859,239527,68461,1
27860,239527,87264,1
27861,239527,159158,1
27862,239527,163646,1
27863,239527,181217,1
27864,239527,184420,1
27865,239527,194461,1
27866,239527,202707,1
27867,239537,52968,1
27868,239537,65438,1
27869,239537,76138,1
27870,239537,114110,1
27871,239537,158319,1
27872,239537,168684,1
27873,239537,186757,1
27874,239537,188201,1
27875,239537,206106,1
27876,239554,564,1
27877,239554,32113,1
27878,239554,59420,1
27879,239554,75120,1
27880,239554,108127,1
27881,239554,147907,1
27882,239554,158845,1
27883,239554,218425,1
27884,239554,225695,1
27885,239631,40842,1
27886,239631,41308,1
27887,239631,59689,1
27888,239631,73896,1
27889,239631,102496,1
27890,239631,146159,1
27891,239631,190964,1
27892,239631,193598,1
27893,239631,236202,1
27894,239683,3670,1
27895,239683,3797,1
27896,239683,55360,1
27897,239683,101446,1
27898,239683,107215,1
27899,239683,118781,1
27900,239683,125883,1
27901,239683,152095,1
27902,239683,163115,1
27903,239683,179961,1
27904,239683,216681,1
27905,239683,224967,1
27906,239685,669,1
27907,239685,11587,1
27908,239685,26469,1
27909,239685,62181,1
27910,239685,123239,1
27911,239685,124477,1
27912,239685,137286,1
27913,239685,180507,1
27914,239685,181251,1
27915,239685,197322,1
27916,239685,198940,1
27917,239685,226246,1
27918,239733,53252,1
27919,239733,55360,1
27920,239733,66518,1
27921,239733,112435,1
27922,239733,112591,1
27923,239733,131278,1
27924,239733,142976,1
27925,239733,156892,1
27926,239733,169211,1
27927,239733,200380,1
27928,239753,51770,1
27929,239753,55997,1
27930,239753,93341,1
27931,239753,147962,1
27932,239753,188500,1
27933,239753,206210,1
27934,239753,230757,1
27935,239794,15661,1
27936,239794,54574,1
27937,239794,65603,1
27938,239794,133804,1
27939,239794,134328,1
27940,239794,135678,1
27941,239794,156995,1
27942,239794,169659,1
27943,239794,175551,1
27944,239794,204483,1
27945,239794,225031,1
27946,239811,11714,1
27947,239811,36139,1
27948,239811,43429,1
27949,239811,78093,1
27950,239811,106105,1
27951,239811,132984,1
27952,239811,136090,1
27953,239811,137875,1
27954,239811,151941,1
27955,239811,196308,1
27956,239811,212684,1
27957,239982,5055,1
27958,239982,59959,1
27959,239982,120728,1
27960,239982,132781,1
27961,239982,141473,1
27962,239982,162365,1
27963,239982,176741,1
27964,239982,224073,1
27965,239982,224524,1
27966,239986,14501,1
27967,239986,16234,1
27968,239986,36012,1
27969,239986,50113,1
27970,239986,62320,1
27971,239986,153985,1
27972,239986,156953,1
27973,239986,168524,1
27974,239986,174772,1
27975,239986,238754,1
27976,240042,5772,1
27977,240042,13275,1
27978,240042,48793,1
27979,240042,57416,1
27980,240042,90584,1
27981,240042,94604,1
27982,240042,109201,1
27983,240042,118362,1
27984,240042,122469,1
27985,240042,133500,1
27986,240042,208726,1
27987,240042,237143,1
27988,240061,48133,1
27989,240061,57267,1
27990,240061,67620,1
27991,240061,101515,1
27992,240061,116221,1
27993,240061,155641,1
27994,240061,162217,1
27995,240061,184968,1
27996,240061,185429,1
27997,240061,198364,1
27998,240061,237833,1
27999,240163,2551,1
28000,240163,26878,1
28001,240163,67620,1
28002,240163,71555,1
28003,240163,96601,1
28004,240163,119597,1
28005,240163,165248,1
28006,240163,166820,1
28007,240163,215070,1
28008,240202,22444,1
28009,240202,58047,1
28010,240202,66486,1
28011,240202,92175,1
28012,240202,113887,1
28013,240202,144411,1
28014,240202,153118,1
28015,240202,230894,1
28016,240202,239218,1
28017,240257,10785,1
28018,240257,12110,1
28019,240257,16163,1
28020,240257,30003,1
28021,240257,45984,1
